Starting r001_001 (r001 / era5_1965_1995)
Dates: 1965-01-01T00:00:00Z -> 1995-12-31T00:00:00Z
Forcing flag: /home/avandervee3/aral_sea_full_project/data/forcing/ERA5/raw/1940-2020/AralSea_basin/generated.flag
Forcing dir: /home/avandervee3/aral_sea_full_project/data/forcing/ERA5/raw/1940-2020/AralSea_basin/work/diagnostic/script
Parameter set: uncalibrated -> uncalibrated.ini
Container image: /home/avandervee3/ewatercycle_pcr_25mar.sif

Initializing model:   0%|          | 0/11321 [00:00<?, ?it/s]
Running model:   0%|          | 0/11321 [02:31<?, ?it/s]     
Running model:   0%|          | 1/11321 [02:48<529:04:59, 168.26s/it]
Running model:   0%|          | 2/11321 [02:53<227:50:28, 72.46s/it] 
Running model:   0%|          | 3/11321 [02:58<131:13:28, 41.74s/it]
Running model:   0%|          | 4/11321 [03:03<85:18:49, 27.14s/it] 
Running model:   0%|          | 5/11321 [03:08<59:44:02, 19.00s/it]
Running model:   0%|          | 6/11321 [03:14<46:22:40, 14.76s/it]
Running model:   0%|          | 7/11321 [03:22<38:48:10, 12.35s/it]
Running model:   0%|          | 8/11321 [03:27<32:00:58, 10.19s/it]
Running model:   0%|          | 9/11321 [03:32<26:50:12,  8.54s/it]
Running model:   0%|          | 10/11321 [03:37<23:02:46,  7.34s/it]
Running model:   0%|          | 11/11321 [03:41<20:35:01,  6.55s/it]
Running model:   0%|          | 12/11321 [03:46<18:46:10,  5.97s/it]
Running model:   0%|          | 13/11321 [03:51<17:37:34,  5.61s/it]
Running model:   0%|          | 14/11321 [03:56<16:41:05,  5.31s/it]
Running model:   0%|          | 15/11321 [04:02<18:06:49,  5.77s/it]
Running model:   0%|          | 16/11321 [04:07<17:10:34,  5.47s/it]
Running model:   0%|          | 17/11321 [04:12<16:14:42,  5.17s/it]
Running model:   0%|          | 18/11321 [04:17<16:01:56,  5.11s/it]
Running model:   0%|          | 19/11321 [04:21<15:33:56,  4.96s/it]
Running model:   0%|          | 20/11321 [04:26<15:46:17,  5.02s/it]
Running model:   0%|          | 21/11321 [04:31<15:40:33,  4.99s/it]
Running model:   0%|          | 22/11321 [04:37<16:34:48,  5.28s/it]
Running model:   0%|          | 23/11321 [04:42<16:31:29,  5.27s/it]
Running model:   0%|          | 24/11321 [04:47<16:02:17,  5.11s/it]
Running model:   0%|          | 25/11321 [04:52<15:52:36,  5.06s/it]
Running model:   0%|          | 26/11321 [04:57<15:49:17,  5.04s/it]
Running model:   0%|          | 27/11321 [05:02<16:00:27,  5.10s/it]
Running model:   0%|          | 28/11321 [05:07<15:42:01,  5.00s/it]
Running model:   0%|          | 29/11321 [05:13<16:33:05,  5.28s/it]
Running model:   0%|          | 30/11321 [05:18<16:02:01,  5.11s/it]
Running model:   0%|          | 31/11321 [05:23<15:54:45,  5.07s/it]
Running model:   0%|          | 32/11321 [05:33<20:25:55,  6.52s/it]
Running model:   0%|          | 33/11321 [05:38<18:58:14,  6.05s/it]
Running model:   0%|          | 34/11321 [05:43<18:37:06,  5.94s/it]
Running model:   0%|          | 35/11321 [05:49<18:31:46,  5.91s/it]
Running model:   0%|          | 36/11321 [05:54<17:50:48,  5.69s/it]
Running model:   0%|          | 37/11321 [06:00<18:06:07,  5.78s/it]
Running model:   0%|          | 38/11321 [06:06<18:10:07,  5.80s/it]
Running model:   0%|          | 39/11321 [06:12<18:07:19,  5.78s/it]
Running model:   0%|          | 40/11321 [06:17<17:35:42,  5.61s/it]
Running model:   0%|          | 41/11321 [06:24<18:46:47,  5.99s/it]
Running model:   0%|          | 42/11321 [06:30<18:55:25,  6.04s/it]
